artist,tags
Surkin,"electro, french, electronic, seen live, institubes"
Josh Ritter,"singer-songwriter, folk, acoustic, indie, seen live"
Morbid Angel,"death metal, old school death metal, metal, seen live, Brutal Death Metal"
Alphabeat,"pop, danish, indie pop, dance, Retro"
Missy Elliott,"Hip-Hop, rap, hip hop, rnb, female vocalists"
James Yuill,"folktronica, electronic, seen live, indie, folk"
Lil Uzi Vert,"trap, Hip-Hop, rap, hip hop, emo rap"
Burt Bacharach,"easy listening, pop, lounge, oldies, bacharach"
Mad Season,"Grunge, alternative rock, rock, seattle, alternative"
Chapterhouse,"shoegaze, dream pop, indie, space rock, shoegazer"
Tom Zé,"tropicalia, mpb, brazilian, experimental, brasil"
In Extremo,"folk metal, german, medieval, seen live, metal"
Julian Plenti,"indie rock, post-punk, indie, alternative, interpol"
Freezepop,"synthpop, electronic, electropop, indie, electronica"
Fairmont,"minimal, minimal techno, electronic, techno, electro"
Kettcar,"seen live, indie, german, deutsch, rock"
The Sugarcubes,"icelandic, alternative, indie, female vocalists, rock"
Surgeon,"techno, minimal, electronic, minimal techno, tresor"
U.S. Girls,"psychedelic, experimental, noise, Avant-Garde, seen live"
Detektivbyrån,"instrumental, seen live, swedish, experimental, electronica"
Meat Loaf,"rock, classic rock, hard rock, rock opera, 80s"
Cartola,"samba, mpb, brasil, brazilian, brazil"
Irfan,"ethereal, neofolk, bulgarian, World Music, female vocalists"
Mecano,"pop, spanish, 80s, spanish pop, female vocalists"
Shortparis,"post-punk, experimental, seen live, russian, electronic"
Joey Bada$$,"Hip-Hop, rap, underground hip-hop, hip hop, new york"
Gayngs,"electronic, experimental, indie, soft rock, pop"
Leprous,"Progressive metal, Avant-garde Metal, seen live, Avant-Garde, extreme progressive metal"
METZ,"noise rock, seen live, alternative, Canadian, indie"
Josh Rouse,"singer-songwriter, folk, indie, Alt-country, acoustic"
Oren Ambarchi,"drone, ambient, experimental, electronic, minimalism"
Gus Gus,"electronic, seen live, House, icelandic, trip-hop"
Gregor Samsa,"post-rock, shoegaze, ambient, slowcore, instrumental"
Minnie Riperton,"soul, female vocalists, funk, jazz, oldies"
Defeater,"hardcore, melodic hardcore, hardcore punk, seen live, modern hardcore"
Urfaust,"black metal, atmospheric black metal, ambient black metal, dark ambient, ambient"
Colin Newman,"post-punk, new wave, experimental, alternative, wire"
Hey,"rock, polish, alternative, female vocalists, polish rock"
Ingrid Michaelson,"female vocalists, singer-songwriter, indie, acoustic, indie pop"
Allie X,"synthpop, electropop, Canadian, pop, female vocalists"
The Ex,"post-punk, seen live, punk, noise rock, experimental"
Velvet Acid Christ,"industrial, ebm, dark electro, darkwave, electronic"
Ambulance Ltd,"indie, indie rock, alternative, rock, indie pop"
Ian Vine,"contemporary classical, modern composition, instrumental, british, Kairos"
Eisley,"indie, female vocalists, indie pop, indie rock, seen live"
Flo Rida,"Hip-Hop, rap, hip hop, Dirty South, southern rap"
Brothomstates,"idm, electronic, Warp, electronica, finnish"
Whitey,"electronic, indie, electro, indie rock, electronica"
Kansas,"classic rock, Progressive rock, rock, 70s, hard rock"
French Kicks,"indie rock, indie, seen live, indie pop, post-punk"
Half Moon Run,"seen live, indie, indie rock, Canadian, shoegaze"
Radical Face,"indie, indie pop, singer-songwriter, electronic, indietronica"
Discovery,"electronic, electropop, experimental, dance, pop"
Helloween,"Power metal, heavy metal, speed metal, metal, german"
Beth Orton,"female vocalists, singer-songwriter, folk, indie, alternative"
Good Weather For An Airstrike,"ambient, post-rock, instrumental, experimental, drone"
Spor,"Drum and bass, neurofunk, darkstep, dnb, Drum n Bass"
Take That,"pop, britpop, british, boybands, 90s"
Blue Sky Black Death,"instrumental hip-hop, Hip-Hop, abstract hip-hop, electronic, underground hip-hop"
I Break Horses,"shoegaze, swedish, indie, electronic, indie pop"
Polygon Window,"idm, electronic, ambient, techno, electronica"
Delain,"symphonic metal, Gothic Metal, Female fronted metal, metal, dutch"
The Feelies,"post-punk, new wave, indie, alternative, 80s"
Grass Widow,"Lo-Fi, indie, seen live, punk, post-punk"
Blutengel,"darkwave, Gothic, ebm, industrial, electronic"
Stellamara,"ethereal, ambient, medieval, world, new age"
Akufen,"minimal, microhouse, electronic, idm, electronica"
Kool & The Gang,"funk, soul, Disco, 70s, 80s"
Of Mice & Men,"post-hardcore, metalcore, screamo, electronic, trancecore"
Wham!,"80s, pop, british, new wave, dance"
Boney M.,"Disco, pop, 80s, dance, 70s"
Scars on Broadway,"alternative rock, alternative metal, rock, alternative, metal"
HEALTH,"experimental, noise rock, seen live, noise, post-punk"
Emperor,"black metal, Symphonic Black Metal, norwegian, melodic black metal, metal"
Nobunny,"Garage Rock, Lo-Fi, Garage Punk, seen live, punk"
Café Del Mar,"chillout, lounge, ambient, electronic, downtempo"
pg.lost,"post-rock, instrumental, shoegaze, swedish, post rock"
Mo' Horizons,"lounge, chillout, downtempo, acid jazz, electronic"
Throwing Muses,"indie, alternative, 4ad, female vocalists, indie rock"
Hallucinogen,"psytrance, goa, psychedelic, psychedelic trance, electronic"
久石譲,"Soundtrack, japanese, instrumental, anime, Classical"
Adrianne Lenker,"singer-songwriter, indie folk, female vocalists, folk, indie"
Califone,"folk, indie rock, seen live, experimental, indie"
Anne Briggs,"folk, british folk, female vocalists, singer-songwriter, traditional folk"
Loop,"shoegaze, space rock, psychedelic, drone rock, Psychedelic Rock"
Lydia McCauley,"celtic, folk, female vocalist, Female Voices, instrumental"
Mux Mool,"electronic, Hip-Hop, instrumental hip-hop, instrumental, funk"
Data,"electro, electronic, french, french electro, dance"
Yacht,"seen live, electronic, experimental, indie pop, indie"
Barrington Levy,"reggae, dancehall, dub, roots reggae, roots"
Crass,"punk, anarcho-punk, punk rock, political, peace punk"
Curve,"shoegaze, electronic, alternative, female vocalists, indie"
Bomb the Bass,"electronic, trip-hop, electronica, House, dance"
Corelli,"Classical, baroque, Baroque Italienne XVIIe-XVIIIe Siecle, early music, classic"
Oneida,"experimental, psychedelic, seen live, noise, indie rock"
Balkan Beat Box,"balkan, Gypsy, world, electronic, folk"
Amit Erez,"singer-songwriter, indie, israeli, folk, folk-rock"
Sunny Day Real Estate,"emo, indie, indie rock, alternative, rock"
Ryuichi Sakamoto,"japanese, ambient, electronic, Soundtrack, piano"
Secret Chiefs 3,"experimental, Avant-Garde, instrumental, Experimental Rock, electronic"
Jolie Holland,"folk, singer-songwriter, female vocalists, Alt-country, americana"
Diana Ross,"soul, Disco, female vocalists, pop, motown"
Poison the Well,"hardcore, metalcore, post-hardcore, seen live, screamo"
Lizzo,"Hip-Hop, seen live, hip hop, rnb, pop"
Bondage Fairies,"8-bit, electronic, experimental, punk, swedish"
Cave In,"hardcore, metalcore, alternative rock, rock, seen live"
Céline Dion,"pop, female vocalists, Canadian, 90s, french"
Baden Powell,"Bossa Nova, brazilian, jazz, mpb, brasil"
We Butter the Bread with Butter,"deathcore, experimental, buttercore, grindcore, german"
Eric Prydz,"House, dance, electronic, trance, techno"
One Direction,"pop, british, one direction, boyband, X factor"
The Drones,"seen live, Garage Rock, punk, australian, rock"
Peace Orchestra,"downtempo, electronic, chillout, trip-hop, ambient"
Modwheelmood,"alternative, electronic, indie, electronica, rock"
Tapes 'n Tapes,"indie, indie rock, seen live, alternative, Lo-Fi"
Frida Hyvönen,"swedish, singer-songwriter, seen live, female vocalists, indie"
Gazpacho,"Progressive rock, post-rock, norwegian, neo progressive, Progressive"
Watain,"black metal, swedish black metal, swedish, seen live, Orthodox Black Metal"
Dead Moon,"Garage Rock, punk rock, seen live, rock, garage"
Son Lux,"electronic, experimental, trip-hop, ambient, indie"
Gastr Del Sol,"post-rock, experimental, indie, chicago, post rock"
Anna von Hausswolff,"swedish, seen live, female vocalists, singer-songwriter, indie"
Hymie's Basement,"Hip-Hop, anticon, indie, experimental, hip hop"
She Past Away,"post-punk, darkwave, Gothic Rock, turkish, deathrock"
Silverstein,"post-hardcore, screamo, emo, emocore, seen live"
Pictureplane,"electronic, witch house, seen live, Lo-Fi, electropop"
Cannibal Corpse,"death metal, Brutal Death Metal, seen live, metal, grindcore"
Novos Baianos,"mpb, tropicalia, samba, brazilian, brasil"
Brian Eno & David Byrne,"experimental, electronic, ambient, post-punk, eno"
Caural,"electronic, idm, Hip-Hop, instrumental, electronica"
Adriana Calcanhotto,"mpb, female vocalists, brazilian, brasil, brazil"
Hidden Orchestra,"downtempo, nu-jazz, jazz, electronic, instrumental"
Broadcast and The Focus Group,"experimental, psychedelic, electronic, psychedelic pop, ambient"
Alborosie,"reggae, dancehall, new roots, italian, seen live"
Rashid Hadee,"underground hip-hop, Hip-Hop, rap, hip hop, underground rap"
Blue States,"downtempo, chillout, electronic, trip-hop, lounge"
Dungen,"psychedelic, swedish, Psychedelic Rock, seen live, indie"
The Growlers,"surf rock, Lo-Fi, psychedelic, seen live, psychedelic surf"
The Softies,"twee, indie pop, indie, female vocalists, sweet"
Maps and Diagrams,"idm, ambient, glitch, electronic, electronica"
Azari & III,"House, electronic, Disco, deep house, Chicago House"
Aaron,"french, indie, rock, singer-songwriter, pop"
Chuck Berry,"Rock and Roll, classic rock, blues, rock n roll, rock"
Download,"industrial, experimental, electronic, idm, Skinny Puppy related"
Dilated Peoples,"Hip-Hop, rap, underground hip-hop, hip hop, seen live"
ABC,"80s, new wave, new romantic, pop, synth pop"
George Benson,"jazz, Smooth Jazz, soul, guitar, funk"
Easy Star All-Stars,"reggae, dub, covers, electronic, seen live"
Steppenwolf,"classic rock, rock, hard rock, 60s, psychedelic"
Dethklok,"death metal, Melodic Death Metal, blacker than the blackest black times infinity, metal, comedy"
Paul Baribeau,"folk punk, folk, acoustic, singer-songwriter, seen live"
Mary J. Blige,"rnb, soul, female vocalists, Hip-Hop, urban"
Trouble Books,"experimental, dream pop, indie, ambient, seen live"
The Cool Kids,"Hip-Hop, seen live, underground hip-hop, rap, hip hop"
HORSE the band,"Nintendocore, hardcore, experimental, seen live, post-hardcore"
Marlene Kuntz,"alternative rock, italian, rock, noise rock, alternative"
The Jackson 5,"soul, motown, pop, funk, 70s"
Light Asylum,"synthpop, darkwave, electronic, post-punk, seen live"
Gimmik,"idm, electronic, ambient, experimental, electronica"
Frog Pocket,"idm, glitch, experimental, electronic, ambient"
Atreyu,"metalcore, hardcore, metal, screamo, rock"
Snowden,"indie rock, indie, shoegaze, post-punk, seen live"
Joker,"dubstep, Grime, electronic, seen live, wonky"
MS MR,"indie, electronic, dream pop, alternative, pop"
Ms. John Soda,"electronic, indietronica, indie, electronica, morr music"
Cascada,"dance, trance, techno, pop, female vocalists"
Jean Sibelius,"Classical, finnish, romantic, composers, instrumental"
dead prez,"Hip-Hop, rap, underground hip-hop, hip hop, political"
Ry Cooder,"blues, folk, guitar, singer-songwriter, rock"
Codeine,"slowcore, post-rock, sadcore, indie rock, indie"
Angel Haze,"Hip-Hop, rap, female vocalists, underground hip-hop, female rapper"
Bobby Womack,"soul, funk, rhythm and blues, rnb, oldies"
Aidan Baker,"ambient, drone, experimental, dark ambient, electronic"
Vicky Arlidge,"ambient, drone, experimental, dark ambient, electronic"
Dutch Uncles,"indie, indie pop, seen live, Manchester, pop rock"
Kassem Mosse,"deep house, techno, minimal, electronic, seen live"
Bronski Beat,"80s, new wave, synthpop, synth pop, pop"
Cats On Fire,"indie pop, seen live, finnish, indie, twee"
Mudvayne,"Nu Metal, metal, alternative metal, Nu-metal, rock"
Five Finger Death Punch,"metalcore, groove metal, metal, thrash metal, hardcore"
Tom Middleton,"ambient, electronic, chillout, House, lounge"
Trifonic,"downtempo, idm, electronic, glitch, post-rock"
Big Business,"Stoner Rock, seen live, Sludge, stoner, stoner metal"
The Pop Group,"post-punk, experimental, Avant-Garde, new wave, punk"
Dente,"italian, singer-songwriter, indie, seen live, Italians do it better"
Say Anything,"seen live, indie, alternative, rock, emo"
The Temptations,"soul, motown, funk, oldies, rnb"
Man Man,"seen live, experimental, indie, indie rock, post-rock"
Wale,"Hip-Hop, rap, hip hop, DC, seen live"
Country Teasers,"post-punk, Garage Rock, noise rock, country, art rock"
Alvin Lucier,"experimental, Avant-Garde, contemporary classical, electronic, ambient"
Strapping Young Lad,"industrial metal, Progressive metal, death metal, metal, thrash metal"
Alias,"anticon, Hip-Hop, electronic, underground hip-hop, abstract hip-hop"
Huss und Hodn,"Deutschrap, rap, Hip-Hop, hip hop, seen live"
Damion Davis,"Deutschrap, Hip-Hop, rap, german, chillout"
High on Fire,"stoner metal, doom metal, Sludge, metal, Stoner Rock"
Stevie Ray Vaughan,"blues, blues rock, guitar, classic rock, rock"
The Monkees,"60s, classic rock, pop, oldies, rock"
The Concretes,"swedish, indie pop, indie, female vocalists, pop"
Dolphin,"alternative, experimental, trip-hop, russian, alternative rock"
Kraak & Smaak,"funk, electronic, seen live, dance, House"
Jimmy Edgar,"idm, electronic, experimental, Warp, seen live"
Igor Stravinsky,"Classical, contemporary classical, russian, 20th Century Classical, composers"
Genghis Tron,"cybergrind, grindcore, experimental, electronic, mathcore"
Carly Simon,"female vocalists, pop, singer-songwriter, 70s, rock"
Beware of Safety,"post-rock, instrumental, experimental, instrumental post-rock, rock"
Skalpel,"jazz, ninja tune, nu-jazz, electronic, polish"
Young Fathers,"Hip-Hop, seen live, rap, experimental, Lo-Fi"
Joe Henderson,"jazz, saxophone, Hard Bop, Tenor Sax, Blue Note Records"
Sentenced,"Gothic Metal, Melodic Death Metal, metal, finnish, death metal"
Sun Glitters,"chillwave, experimental, dubstep, shoegaze, wonky"
Shinedown,"rock, hard rock, alternative rock, post-grunge, alternative"
The Only Ones,"punk, new wave, power pop, punk rock, british"
Carnifex,"deathcore, death metal, brutal deathcore, grindcore, metalcore"
Marianne Faithfull,"female vocalists, singer-songwriter, rock, british, classic rock"
FLYamSAM,"Hip-Hop, electronic, beats, hip hop, underground hip hop"
Blank & Jones,"trance, electronic, chillout, progressive trance, dance"
Recoil,"electronic, experimental, trip-hop, alternative, electronica"
植松伸夫,"Soundtrack, video game music, final fantasy, japanese, Game Music"
Unquiet Nights,"indie rock, rock, irish, interpol, belfast"
Television Personalities,"post-punk, new wave, indie, indie pop, twee"
Gramatik,"Hip-Hop, funk, downtempo, chillout, instrumental hip-hop"
Men I Trust,"dream pop, indie, indie pop, Sophisti-Pop, downtempo"
Robert Hood,"techno, detroit techno, minimal, detroit, electronic"
Metro Area,"electronic, House, Disco, electro, electronica"
Milanese,"dubstep, Grime, idm, breakcore, electronic"
Stina Nordenstam,"female vocalists, swedish, singer-songwriter, indie, alternative"
Henry Mancini,"Soundtrack, jazz, instrumental, easy listening, lounge"
King Midas Sound,"dubstep, dub, electronic, trip-hop, bass"
Shuttle358,"ambient, glitch, minimal, electronic, experimental"
Snow Ghosts,"trip-hop, electronic, experimental, dubstep, british"
Negative Approach,"hardcore punk, hardcore, punk, oldschool hardcore, seen live"
Goose,"seen live, electronic, electro, belgian, new rave"
Porter Robinson,"electro house, electronic, dubstep, House, electro"
Esben and the Witch,"post-punk, experimental, electronic, indie, female vocalists"
Natasha Bedingfield,"pop, female vocalists, british, singer-songwriter, female"
S.Maharba,"psychedelic, abstract hip-hop, trip-hop, electronic, Hip-Hop"
Prurient,"noise, power electronics, harsh noise, experimental, drone"
Jimmy Cliff,"reggae, ska, roots reggae, jamaica, roots"
Babes in Toyland,"Grunge, riot grrrl, punk, female vocalists, rock"
The Faceless,"Technical Death Metal, death metal, progressive death metal, deathcore, seen live"
